transaction_id,timestamp,amount,merchant_category,customer_id,customer_age,customer_location,device_type,previous_transactions,is_fraud
cadf6601-16d0-44dd-8a20-4555d194fa45,2024-05-28 17:10:52,164.73,electronics,f27d4985-0f37-437e-9559-81001f3b6ec5,48,CA,mobile,5,0
6323df06-99f6-4909-9905-3edc65a9c7cf,2022-05-01 22:24:08,226.42,fuel,f61a5063-16b2-4edd-a12a-d965d3aad87b,34,FL,mobile,2,0
87059307-b9ee-42e7-b03e-30dec67deef2,2023-11-11 01:36:42,38.27,electronics,04e69c47-23a9-4155-90db-ba03eef107da,66,FL,desktop,0,0
339b0e89-0a86-48cb-a07e-d0d9b77f1857,2023-12-04 16:47:14,11.66,entertainment,a3664628-573d-4407-bda6-61f5ba5bacd4,66,IL,desktop,1,0
0335f195-9b10-444a-8336-41c54d73536b,2024-05-10 02:27:09,25.87,grocery,7b2011b4-7996-4750-82b8-05a372fd93ec,20,IL,desktop,6,0
113fcd50-5844-4e29-bc3c-77f190c10c49,2022-07-10 00:44:15,55.71,fuel,63334e39-3aa4-4936-b798-da540bc8c5f3,43,TX,tablet,1,0
ad0635a5-3596-4b43-aeb8-c389d4120a11,2022-03-24 13:41:47,170.38,fuel,d60c2967-f61f-4b45-b0e4-51983271bc04,30,IL,desktop,0,0
d9dfaa4b-94dc-47a4-bedd-0c0c49c7826d,2022-03-05 11:32:59,197.13,grocery,235dd9e1-071a-458f-9df7-b6a495b5d495,61,IL,mobile,2,0
ba8f6273-6aa4-4073-9f39-7138a6e721d0,2022-09-07 19:03:30,0.7,fashion,c0257877-42bb-4dc4-9384-8d9d884d9da9,55,IL,desktop,3,0
da736633-510a-4c25-98b1-d315ec9e4ede,2024-07-20 08:01:27,71.49,fashion,af545367-dafb-478e-8a84-641d95423a3e,39,CA,desktop,7,0
e42fe08c-1710-43e5-9eb8-e13082d51be0,2023-11-15 21:34:03,54.03,electronics,890aa880-54c2-4095-91ac-ce1447677e86,38,FL,tablet,3,0
ee7ee1ad-984c-4202-a498-57b78bfe3c93,2024-12-09 11:21:26,25.12,grocery,a12ac8bc-7f33-442f-95aa-efe2d89f2ff1,46,FL,mobile,4,0
69b8f315-d912-4603-a3d9-14d8051d9b60,2022-11-29 14:55:55,12.77,grocery,6471f832-cdc1-4dc9-8af3-3cfef6218fc5,62,IL,tablet,4,0
5e43a4e9-f0b6-43ec-bc21-6f50bf54e5ab,2024-01-08 05:34:46,41.19,entertainment,ed47dbaa-83df-4eb1-84b9-39df34454bf9,63,TX,tablet,1,0
87fdfb06-4ba0-4de9-9db5-c0d29be4da79,2022-06-10 06:09:57,286.31,fashion,c3478f2f-495a-44d4-91f7-d8e53d233bad,56,IL,tablet,3,0
0d4f1d9d-dab1-42a3-94e8-157eeaff6b45,2024-09-30 07:41:26,39.04,fashion,b98512b9-3463-461b-8381-08ffc4f3b385,22,TX,desktop,1,0
dc4e6c28-7dcb-4e3a-abaf-5ac4c3211456,2024-08-11 18:39:37,73.15,grocery,08bd5354-3f1c-4e16-bcb8-731d34de6b0c,31,FL,mobile,4,0
668f1d62-8f3b-4154-beaa-fe513018e905,2022-03-21 19:39:50,121.41,electronics,6975b21c-74ef-4f02-b52b-114e24dc0a98,35,TX,mobile,4,0
40488182-c53a-4d2b-8cad-37f888646892,2024-04-21 12:06:16,45.2,grocery,cc1c71c1-df01-4a3a-9361-50fde8daaefd,21,TX,tablet,5,0
baf094d4-75d8-4c2f-b51b-4b67d5a98db7,2022-05-20 02:59:37,356.78,electronics,245c2e61-1c18-4f63-b62c-d9923ae7d4f9,50,NY,mobile,3,0
851b728e-97ca-4d5d-b3c2-b83c34d6e518,2022-02-23 22:43:53,328.2,fashion,de615d41-5923-4d0d-9bd0-91eb4592d058,56,TX,mobile,6,1
73c819e2-5537-4695-b5c2-33511fb7b3ad,2022-11-09 19:37:42,29.01,entertainment,8116f7b8-13ec-4359-b477-2d93ec550480,37,TX,tablet,3,0
84f8ba06-6f2f-4a56-bcf6-82f471663c9a,2024-01-17 13:42:39,68.77,fuel,cf1ee51e-870a-4141-9367-c5062fac356a,30,CA,desktop,2,0
0db97b61-14c6-4603-8b31-b9549f167488,2023-03-07 10:26:36,35.79,fashion,2e99e9e6-3fd4-435d-8793-2f5587f70f28,53,FL,tablet,1,0
8d63d6ad-5b29-4d4e-8163-57680914e5b1,2023-01-12 00:48:25,33.52,electronics,f3d31a3b-6ece-4989-8a2d-c630820942c1,62,IL,tablet,7,0
00605c09-ac93-4cdd-9fd7-49b14b440218,2023-06-26 00:10:55,3.76,grocery,4bb59c7d-6f99-4a7a-a03f-fbf2997112ba,21,NY,desktop,8,0
1b2227bc-f242-4114-a783-3b68fba9484a,2022-04-24 07:02:45,94.05,fashion,0b5506fb-7dc5-4125-ae6c-06442c67e369,52,TX,desktop,2,0
3e73c0c2-d801-4632-b737-b6c2d09fd413,2022-11-17 14:40:36,69.85,entertainment,9c93a042-2324-4b7a-b5a1-65d2318cdca4,25,CA,desktop,5,0
b804a7ea-4aae-482d-b68f-91a12961b75c,2023-07-29 00:01:09,5.29,electronics,9fe5200d-93b1-4e76-a7d7-3041cec0779c,69,CA,desktop,3,0
d104fae4-9a16-4aa5-bcd0-3a8c7a813d49,2024-08-12 11:28:42,32.66,grocery,d0d11367-1aeb-46ac-a4e0-28383e04ae46,57,IL,tablet,5,0
d573d0fb-b405-458a-a857-8fca6e2c78cb,2024-12-01 20:00:37,238.89,fuel,6ca96fa2-aa69-455f-9764-8ca2384616ee,66,IL,desktop,2,0
b5762bbb-f7b6-4673-be3d-37280f165d84,2022-07-27 02:23:56,27.39,electronics,7cbff134-a1d5-4ba4-aad4-456688705d25,64,FL,mobile,4,0
af2e4461-c87a-4f43-aa2a-6024c9d75142,2022-10-25 08:09:39,15.65,grocery,762d16a6-599e-444b-8ab6-09b4783b0e9a,53,TX,tablet,1,0
7126377b-7e4b-4943-9df3-0ba7db137fe1,2022-08-23 14:46:33,67.23,fuel,186b349b-3098-4b1a-b6d4-29e5d2e64e51,23,CA,tablet,3,0
2ae1c4c8-6beb-429f-b852-fde6934eec2f,2023-08-08 23:12:45,424.4,grocery,a5722e21-a0bc-4d66-8389-98d1d6f124e4,39,NY,desktop,4,0
8a3239f1-01d8-4311-8678-20a05137965a,2022-03-08 03:16:26,27.71,fuel,3c4b44ce-c007-49a6-a2c0-77b0ea53d612,23,FL,desktop,2,0
adadcf16-9fb0-4ab6-b668-02feb541906b,2024-11-03 19:09:51,111.52,fuel,b149ffcf-4f8c-4f50-b650-9d83255fd608,59,TX,mobile,2,0
